,FileName,Condition,Length sek,Frames,Static,Dynamic,Indoor,Outdoor,Boundary,Constrained,Uneven,Road,Crowd,Slope,Single,photo_path,Frame_nr,original_index
36,1_night_constrained_00180.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,180,0
37,1_night_constrained_00185.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,185,0
38,1_night_constrained_00190.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,190,0
39,1_night_constrained_00195.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,195,0
40,1_night_constrained_00200.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,200,0
41,1_night_constrained_00205.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,205,0
42,1_night_constrained_00210.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,210,0
43,1_night_constrained_00215.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,215,0
44,1_night_constrained_00220.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,220,0
45,1_night_constrained_00225.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,225,0
46,1_night_constrained_00230.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,230,0
47,1_night_constrained_00235.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,235,0
48,1_night_constrained_00240.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,240,0
49,1_night_constrained_00245.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,245,0
50,1_night_constrained_00250.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,250,0
51,1_night_constrained_00255.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,255,0
52,1_night_constrained_00260.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,260,0
53,1_night_constrained_00265.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,265,0
54,1_night_constrained_00270.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,270,0
55,1_night_constrained_00275.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,275,0
56,1_night_constrained_00280.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,280,0
57,1_night_constrained_00285.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,285,0
58,1_night_constrained_00290.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,290,0
59,1_night_constrained_00295.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,295,0
60,1_night_constrained_00300.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,300,0
61,1_night_constrained_00305.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,305,0
62,1_night_constrained_00310.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,310,0
63,1_night_constrained_00315.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,315,0
64,1_night_constrained_00320.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,320,0
65,1_night_constrained_00325.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,325,0
66,1_night_constrained_00330.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,330,0
67,1_night_constrained_00335.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,335,0
68,1_night_constrained_00340.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,340,0
69,1_night_constrained_00345.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,345,0
70,1_night_constrained_00350.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,350,0
71,1_night_constrained_00355.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,355,0
72,1_night_constrained_00360.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,360,0
73,1_night_constrained_00365.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,365,0
74,1_night_constrained_00370.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,370,0
75,1_night_constrained_00375.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,375,0
76,1_night_constrained_00380.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,380,0
77,1_night_constrained_00385.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,385,0
78,1_night_constrained_00390.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,390,0
79,1_night_constrained_00395.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,395,0
80,1_night_constrained_00400.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,400,0
81,1_night_constrained_00405.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,405,0
82,1_night_constrained_00410.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,410,0
83,1_night_constrained_00415.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,415,0
84,1_night_constrained_00420.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,420,0
85,1_night_constrained_00425.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,425,0
86,1_night_constrained_00430.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,430,0
87,1_night_constrained_00435.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,435,0
88,1_night_constrained_00440.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,440,0
89,1_night_constrained_00445.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,445,0
90,1_night_constrained_00450.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,450,0
91,1_night_constrained_00455.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,455,0
92,1_night_constrained_00460.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,460,0
93,1_night_constrained_00465.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,465,0
94,1_night_constrained_00470.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,470,0
95,1_night_constrained_00475.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,475,0
96,1_night_constrained_00480.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,480,0
97,1_night_constrained_00485.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,485,0
98,1_night_constrained_00490.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,490,0
99,1_night_constrained_00495.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,495,0
100,1_night_constrained_00500.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,500,0
101,1_night_constrained_00505.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,505,0
102,1_night_constrained_00510.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,510,0
103,1_night_constrained_00515.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,515,0
104,1_night_constrained_00520.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,520,0
105,1_night_constrained_00525.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,525,0
106,1_night_constrained_00530.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,530,0
107,1_night_constrained_00535.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,535,0
108,1_night_constrained_00540.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,540,0
109,1_night_constrained_00545.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,545,0
110,1_night_constrained_00550.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,550,0
111,1_night_constrained_00555.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,555,0
112,1_night_constrained_00560.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,560,0
113,1_night_constrained_00565.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,565,0
114,1_night_constrained_00570.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,570,0
115,1_night_constrained_00575.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,575,0
116,1_night_constrained_00580.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,580,0
117,1_night_constrained_00585.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,585,0
118,1_night_constrained_00590.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,590,0
119,1_night_constrained_00595.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,595,0
120,1_night_constrained_00600.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,600,0
121,1_night_constrained_00605.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,605,0
122,1_night_constrained_00610.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,610,0
123,1_night_constrained_00615.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,615,0
124,1_night_constrained_00620.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,620,0
125,1_night_constrained_00625.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,625,0
126,1_night_constrained_00630.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,630,0
127,1_night_constrained_00635.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,635,0
128,1_night_constrained_00640.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,640,0
129,1_night_constrained_00645.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,645,0
130,1_night_constrained_00650.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,650,0
131,1_night_constrained_00655.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,655,0
132,1_night_constrained_00660.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,660,0
133,1_night_constrained_00665.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,665,0
134,1_night_constrained_00670.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,670,0
135,1_night_constrained_00675.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,675,0
136,1_night_constrained_00680.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,680,0
137,1_night_constrained_00685.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,685,0
138,1_night_constrained_00690.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,690,0
139,1_night_constrained_00695.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,695,0
140,1_night_constrained_00700.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,700,0
141,1_night_constrained_00705.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,705,0
142,1_night_constrained_00710.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,710,0
143,1_night_constrained_00715.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,715,0
144,1_night_constrained_00720.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,720,0
145,1_night_constrained_00725.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,725,0
146,1_night_constrained_00730.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,730,0
147,1_night_constrained_00735.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,735,0
148,1_night_constrained_00740.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,740,0
149,1_night_constrained_00745.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,745,0
150,1_night_constrained_00750.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,750,0
151,1_night_constrained_00755.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,755,0
152,1_night_constrained_00760.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,760,0
153,1_night_constrained_00765.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,765,0
154,1_night_constrained_00770.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,770,0
155,1_night_constrained_00775.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,775,0
156,1_night_constrained_00780.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,780,0
157,1_night_constrained_00785.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,785,0
158,1_night_constrained_00790.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,790,0
159,1_night_constrained_00795.png,Night,52.648,1578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,/content/drive/MyDrive/Camera_copy,795,0
